,year,state,state_po,county_name,county_fips,office,candidate,party,candidatevotes,totalvotes,version,mode
60740,2020,NEVADA,NV,PERSHING,32027.0,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,547,2320,20220315,TOTAL
60741,2020,NEVADA,NV,PERSHING,32027.0,US PRESIDENT,JO JORGENSEN,LIBERTARIAN,15,2320,20220315,TOTAL
60742,2020,NEVADA,NV,PERSHING,32027.0,US PRESIDENT,OTHER,OTHER,27,2320,20220315,TOTAL
60743,2020,NEVADA,NV,PERSHING,32027.0,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,1731,2320,20220315,TOTAL
60744,2020,NEVADA,NV,STOREY,32029.0,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,900,2868,20220315,TOTAL
60745,2020,NEVADA,NV,STOREY,32029.0,US PRESIDENT,JO JORGENSEN,LIBERTARIAN,34,2868,20220315,TOTAL
60746,2020,NEVADA,NV,STOREY,32029.0,US PRESIDENT,OTHER,OTHER,33,2868,20220315,TOTAL
60747,2020,NEVADA,NV,STOREY,32029.0,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,1901,2868,20220315,TOTAL
60748,2020,NEVADA,NV,WASHOE,32031.0,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,128052,251956,20220315,TOTAL
60749,2020,NEVADA,NV,WASHOE,32031.0,US PRESIDENT,JO JORGENSEN,LIBERTARIAN,3524,251956,20220315,TOTAL
60750,2020,NEVADA,NV,WASHOE,32031.0,US PRESIDENT,OTHER,OTHER,3727,251956,20220315,TOTAL
60751,2020,NEVADA,NV,WASHOE,32031.0,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,116653,251956,20220315,TOTAL
60752,2020,NEVADA,NV,WHITE PINE,32033.0,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,856,4363,20220315,TOTAL
60753,2020,NEVADA,NV,WHITE PINE,32033.0,US PRESIDENT,JO JORGENSEN,LIBERTARIAN,43,4363,20220315,TOTAL
60754,2020,NEVADA,NV,WHITE PINE,32033.0,US PRESIDENT,OTHER,OTHER,64,4363,20220315,TOTAL
60755,2020,NEVADA,NV,WHITE PINE,32033.0,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,3400,4363,20220315,TOTAL
60756,2020,NEVADA,NV,CARSON CITY,32510.0,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,12735,29739,20220315,TOTAL
60757,2020,NEVADA,NV,CARSON CITY,32510.0,US PRESIDENT,JO JORGENSEN,LIBERTARIAN,432,29739,20220315,TOTAL
60758,2020,NEVADA,NV,CARSON CITY,32510.0,US PRESIDENT,OTHER,OTHER,459,29739,20220315,TOTAL
60759,2020,NEVADA,NV,CARSON CITY,32510.0,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,16113,29739,20220315,TOTAL
60760,2020,NEW HAMPSHIRE,NH,BELKNAP,33001.0,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,16894,38391,20220315,TOTAL
60761,2020,NEW HAMPSHIRE,NH,BELKNAP,33001.0,US PRESIDENT,JO JORGENSEN,LIBERTARIAN,598,38391,20220315,TOTAL
60762,2020,NEW HAMPSHIRE,NH,BELKNAP,33001.0,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,20899,38391,20220315,TOTAL
60763,2020,NEW HAMPSHIRE,NH,CARROLL,33003.0,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,16649,33221,20220315,TOTAL
60764,2020,NEW HAMPSHIRE,NH,CARROLL,33003.0,US PRESIDENT,JO JORGENSEN,LIBERTARIAN,422,33221,20220315,TOTAL
60765,2020,NEW HAMPSHIRE,NH,CARROLL,33003.0,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,16150,33221,20220315,TOTAL
60766,2020,NEW HAMPSHIRE,NH,CHESHIRE,33005.0,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,25522,44220,20220315,TOTAL
60767,2020,NEW HAMPSHIRE,NH,CHESHIRE,33005.0,US PRESIDENT,JO JORGENSEN,LIBERTARIAN,800,44220,20220315,TOTAL
60768,2020,NEW HAMPSHIRE,NH,CHESHIRE,33005.0,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,17898,44220,20220315,TOTAL
60769,2020,NEW HAMPSHIRE,NH,COOS,33007.0,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,7640,16515,20220315,TOTAL
60770,2020,NEW HAMPSHIRE,NH,COOS,33007.0,US PRESIDENT,JO JORGENSEN,LIBERTARIAN,258,16515,20220315,TOTAL
60771,2020,NEW HAMPSHIRE,NH,COOS,33007.0,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,8617,16515,20220315,TOTAL
60772,2020,NEW HAMPSHIRE,NH,GRAFTON,33009.0,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,33180,53966,20220315,TOTAL
60773,2020,NEW HAMPSHIRE,NH,GRAFTON,33009.0,US PRESIDENT,JO JORGENSEN,LIBERTARIAN,881,53966,20220315,TOTAL
60774,2020,NEW HAMPSHIRE,NH,GRAFTON,33009.0,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,19905,53966,20220315,TOTAL
60775,2020,NEW HAMPSHIRE,NH,HILLSBOROUGH,33011.0,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,122344,230941,20220315,TOTAL
60776,2020,NEW HAMPSHIRE,NH,HILLSBOROUGH,33011.0,US PRESIDENT,JO JORGENSEN,LIBERTARIAN,3972,230941,20220315,TOTAL
60777,2020,NEW HAMPSHIRE,NH,HILLSBOROUGH,33011.0,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,104625,230941,20220315,TOTAL
60778,2020,NEW HAMPSHIRE,NH,MERRIMACK,33013.0,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,48533,89805,20220315,TOTAL
60779,2020,NEW HAMPSHIRE,NH,MERRIMACK,33013.0,US PRESIDENT,JO JORGENSEN,LIBERTARIAN,1561,89805,20220315,TOTAL
60780,2020,NEW HAMPSHIRE,NH,MERRIMACK,33013.0,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,39711,89805,20220315,TOTAL
60781,2020,NEW HAMPSHIRE,NH,ROCKINGHAM,33015.0,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,100064,198798,20220315,TOTAL
60782,2020,NEW HAMPSHIRE,NH,ROCKINGHAM,33015.0,US PRESIDENT,JO JORGENSEN,LIBERTARIAN,2876,198798,20220315,TOTAL
60783,2020,NEW HAMPSHIRE,NH,ROCKINGHAM,33015.0,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,95858,198798,20220315,TOTAL
60784,2020,NEW HAMPSHIRE,NH,STRAFFORD,33017.0,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,41721,73596,20220315,TOTAL
60785,2020,NEW HAMPSHIRE,NH,STRAFFORD,33017.0,US PRESIDENT,JO JORGENSEN,LIBERTARIAN,1386,73596,20220315,TOTAL
60786,2020,NEW HAMPSHIRE,NH,STRAFFORD,33017.0,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,30489,73596,20220315,TOTAL
60787,2020,NEW HAMPSHIRE,NH,SULLIVAN,33019.0,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,12390,24380,20220315,TOTAL
60788,2020,NEW HAMPSHIRE,NH,SULLIVAN,33019.0,US PRESIDENT,JO JORGENSEN,LIBERTARIAN,482,24380,20220315,TOTAL
60789,2020,NEW HAMPSHIRE,NH,SULLIVAN,33019.0,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,11508,24380,20220315,TOTAL
60790,2020,NEW JERSEY,NJ,ATLANTIC,34001.0,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,73808,140031,20220315,TOTAL
60791,2020,NEW JERSEY,NJ,ATLANTIC,34001.0,US PRESIDENT,OTHER,GREEN,367,140031,20220315,TOTAL
60792,2020,NEW JERSEY,NJ,ATLANTIC,34001.0,US PRESIDENT,JO JORGENSEN,LIBERTARIAN,958,140031,20220315,TOTAL
60793,2020,NEW JERSEY,NJ,ATLANTIC,34001.0,US PRESIDENT,OTHER,OTHER,460,140031,20220315,TOTAL
60794,2020,NEW JERSEY,NJ,ATLANTIC,34001.0,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,64438,140031,20220315,TOTAL
60795,2020,NEW JERSEY,NJ,BERGEN,34003.0,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,285967,495849,20220315,TOTAL
60796,2020,NEW JERSEY,NJ,BERGEN,34003.0,US PRESIDENT,OTHER,GREEN,1375,495849,20220315,TOTAL
60797,2020,NEW JERSEY,NJ,BERGEN,34003.0,US PRESIDENT,JO JORGENSEN,LIBERTARIAN,2852,495849,20220315,TOTAL
60798,2020,NEW JERSEY,NJ,BERGEN,34003.0,US PRESIDENT,OTHER,OTHER,1238,495849,20220315,TOTAL
60799,2020,NEW JERSEY,NJ,BERGEN,34003.0,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,204417,495849,20220315,TOTAL
60800,2020,NEW JERSEY,NJ,BURLINGTON,34005.0,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,154595,261497,20220315,TOTAL
60801,2020,NEW JERSEY,NJ,BURLINGTON,34005.0,US PRESIDENT,OTHER,GREEN,605,261497,20220315,TOTAL
60802,2020,NEW JERSEY,NJ,BURLINGTON,34005.0,US PRESIDENT,JO JORGENSEN,LIBERTARIAN,2206,261497,20220315,TOTAL
60803,2020,NEW JERSEY,NJ,BURLINGTON,34005.0,US PRESIDENT,OTHER,OTHER,746,261497,20220315,TOTAL
60804,2020,NEW JERSEY,NJ,BURLINGTON,34005.0,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,103345,261497,20220315,TOTAL
60805,2020,NEW JERSEY,NJ,CAMDEN,34007.0,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,175065,264616,20220315,TOTAL
60806,2020,NEW JERSEY,NJ,CAMDEN,34007.0,US PRESIDENT,OTHER,GREEN,781,264616,20220315,TOTAL
60807,2020,NEW JERSEY,NJ,CAMDEN,34007.0,US PRESIDENT,JO JORGENSEN,LIBERTARIAN,1884,264616,20220315,TOTAL
60808,2020,NEW JERSEY,NJ,CAMDEN,34007.0,US PRESIDENT,OTHER,OTHER,679,264616,20220315,TOTAL
60809,2020,NEW JERSEY,NJ,CAMDEN,34007.0,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,86207,264616,20220315,TOTAL
60810,2020,NEW JERSEY,NJ,CAPE MAY,34009.0,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,23941,57714,20220315,TOTAL
60811,2020,NEW JERSEY,NJ,CAPE MAY,34009.0,US PRESIDENT,OTHER,GREEN,140,57714,20220315,TOTAL
60812,2020,NEW JERSEY,NJ,CAPE MAY,34009.0,US PRESIDENT,JO JORGENSEN,LIBERTARIAN,311,57714,20220315,TOTAL
60813,2020,NEW JERSEY,NJ,CAPE MAY,34009.0,US PRESIDENT,OTHER,OTHER,164,57714,20220315,TOTAL
60814,2020,NEW JERSEY,NJ,CAPE MAY,34009.0,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,33158,57714,20220315,TOTAL
60815,2020,NEW JERSEY,NJ,CUMBERLAND,34011.0,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,32742,62408,20220315,TOTAL
60816,2020,NEW JERSEY,NJ,CUMBERLAND,34011.0,US PRESIDENT,OTHER,GREEN,139,62408,20220315,TOTAL
60817,2020,NEW JERSEY,NJ,CUMBERLAND,34011.0,US PRESIDENT,JO JORGENSEN,LIBERTARIAN,397,62408,20220315,TOTAL
60818,2020,NEW JERSEY,NJ,CUMBERLAND,34011.0,US PRESIDENT,OTHER,OTHER,178,62408,20220315,TOTAL
60819,2020,NEW JERSEY,NJ,CUMBERLAND,34011.0,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,28952,62408,20220315,TOTAL
60820,2020,NEW JERSEY,NJ,ESSEX,34013.0,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,266820,345311,20220315,TOTAL
60821,2020,NEW JERSEY,NJ,ESSEX,34013.0,US PRESIDENT,OTHER,GREEN,978,345311,20220315,TOTAL
60822,2020,NEW JERSEY,NJ,ESSEX,34013.0,US PRESIDENT,JO JORGENSEN,LIBERTARIAN,1296,345311,20220315,TOTAL
60823,2020,NEW JERSEY,NJ,ESSEX,34013.0,US PRESIDENT,OTHER,OTHER,742,345311,20220315,TOTAL
60824,2020,NEW JERSEY,NJ,ESSEX,34013.0,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,75475,345311,20220315,TOTAL
60825,2020,NEW JERSEY,NJ,GLOUCESTER,34015.0,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,86702,172654,20220315,TOTAL
60826,2020,NEW JERSEY,NJ,GLOUCESTER,34015.0,US PRESIDENT,OTHER,GREEN,446,172654,20220315,TOTAL
60827,2020,NEW JERSEY,NJ,GLOUCESTER,34015.0,US PRESIDENT,JO JORGENSEN,LIBERTARIAN,1616,172654,20220315,TOTAL
60828,2020,NEW JERSEY,NJ,GLOUCESTER,34015.0,US PRESIDENT,OTHER,OTHER,550,172654,20220315,TOTAL
60829,2020,NEW JERSEY,NJ,GLOUCESTER,34015.0,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,83340,172654,20220315,TOTAL
60830,2020,NEW JERSEY,NJ,HUDSON,34017.0,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,181452,249850,20220315,TOTAL
60831,2020,NEW JERSEY,NJ,HUDSON,34017.0,US PRESIDENT,OTHER,GREEN,782,249850,20220315,TOTAL
60832,2020,NEW JERSEY,NJ,HUDSON,34017.0,US PRESIDENT,JO JORGENSEN,LIBERTARIAN,1252,249850,20220315,TOTAL
60833,2020,NEW JERSEY,NJ,HUDSON,34017.0,US PRESIDENT,OTHER,OTHER,666,249850,20220315,TOTAL
60834,2020,NEW JERSEY,NJ,HUDSON,34017.0,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,65698,249850,20220315,TOTAL
60835,2020,NEW JERSEY,NJ,HUNTERDON,34019.0,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,39457,84242,20220315,TOTAL
60836,2020,NEW JERSEY,NJ,HUNTERDON,34019.0,US PRESIDENT,OTHER,GREEN,410,84242,20220315,TOTAL
60837,2020,NEW JERSEY,NJ,HUNTERDON,34019.0,US PRESIDENT,JO JORGENSEN,LIBERTARIAN,985,84242,20220315,TOTAL
60838,2020,NEW JERSEY,NJ,HUNTERDON,34019.0,US PRESIDENT,OTHER,OTHER,237,84242,20220315,TOTAL
60839,2020,NEW JERSEY,NJ,HUNTERDON,34019.0,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,43153,84242,20220315,TOTAL
60840,2020,NEW JERSEY,NJ,MERCER,34021.0,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,122532,176604,20220315,TOTAL
60841,2020,NEW JERSEY,NJ,MERCER,34021.0,US PRESIDENT,OTHER,GREEN,564,176604,20220315,TOTAL
60842,2020,NEW JERSEY,NJ,MERCER,34021.0,US PRESIDENT,JO JORGENSEN,LIBERTARIAN,1427,176604,20220315,TOTAL
60843,2020,NEW JERSEY,NJ,MERCER,34021.0,US PRESIDENT,OTHER,OTHER,440,176604,20220315,TOTAL
60844,2020,NEW JERSEY,NJ,MERCER,34021.0,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,51641,176604,20220315,TOTAL
60845,2020,NEW JERSEY,NJ,MIDDLESEX,34023.0,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,226250,374362,20220315,TOTAL
60846,2020,NEW JERSEY,NJ,MIDDLESEX,34023.0,US PRESIDENT,OTHER,GREEN,1221,374362,20220315,TOTAL
60847,2020,NEW JERSEY,NJ,MIDDLESEX,34023.0,US PRESIDENT,JO JORGENSEN,LIBERTARIAN,2554,374362,20220315,TOTAL
60848,2020,NEW JERSEY,NJ,MIDDLESEX,34023.0,US PRESIDENT,OTHER,OTHER,870,374362,20220315,TOTAL
60849,2020,NEW JERSEY,NJ,MIDDLESEX,34023.0,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,143467,374362,20220315,TOTAL
60850,2020,NEW JERSEY,NJ,MONMOUTH,34025.0,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,181291,378151,20220315,TOTAL
60851,2020,NEW JERSEY,NJ,MONMOUTH,34025.0,US PRESIDENT,OTHER,GREEN,1414,378151,20220315,TOTAL
60852,2020,NEW JERSEY,NJ,MONMOUTH,34025.0,US PRESIDENT,JO JORGENSEN,LIBERTARIAN,2708,378151,20220315,TOTAL
60853,2020,NEW JERSEY,NJ,MONMOUTH,34025.0,US PRESIDENT,OTHER,OTHER,930,378151,20220315,TOTAL
60854,2020,NEW JERSEY,NJ,MONMOUTH,34025.0,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,191808,378151,20220315,TOTAL
60855,2020,NEW JERSEY,NJ,MORRIS,34027.0,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,153881,299322,20220315,TOTAL
60856,2020,NEW JERSEY,NJ,MORRIS,34027.0,US PRESIDENT,OTHER,GREEN,1005,299322,20220315,TOTAL
60857,2020,NEW JERSEY,NJ,MORRIS,34027.0,US PRESIDENT,JO JORGENSEN,LIBERTARIAN,2436,299322,20220315,TOTAL
60858,2020,NEW JERSEY,NJ,MORRIS,34027.0,US PRESIDENT,OTHER,OTHER,866,299322,20220315,TOTAL
60859,2020,NEW JERSEY,NJ,MORRIS,34027.0,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,141134,299322,20220315,TOTAL
60860,2020,NEW JERSEY,NJ,OCEAN,34029.0,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,119456,341516,20220315,TOTAL
60861,2020,NEW JERSEY,NJ,OCEAN,34029.0,US PRESIDENT,OTHER,GREEN,1050,341516,20220315,TOTAL
60862,2020,NEW JERSEY,NJ,OCEAN,34029.0,US PRESIDENT,JO JORGENSEN,LIBERTARIAN,2469,341516,20220315,TOTAL
60863,2020,NEW JERSEY,NJ,OCEAN,34029.0,US PRESIDENT,OTHER,OTHER,801,341516,20220315,TOTAL
60864,2020,NEW JERSEY,NJ,OCEAN,34029.0,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,217740,341516,20220315,TOTAL
60865,2020,NEW JERSEY,NJ,PASSAIC,34031.0,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,129097,223707,20220315,TOTAL
60866,2020,NEW JERSEY,NJ,PASSAIC,34031.0,US PRESIDENT,OTHER,GREEN,805,223707,20220315,TOTAL
60867,2020,NEW JERSEY,NJ,PASSAIC,34031.0,US PRESIDENT,JO JORGENSEN,LIBERTARIAN,1103,223707,20220315,TOTAL
60868,2020,NEW JERSEY,NJ,PASSAIC,34031.0,US PRESIDENT,OTHER,OTHER,693,223707,20220315,TOTAL
60869,2020,NEW JERSEY,NJ,PASSAIC,34031.0,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,92009,223707,20220315,TOTAL
60870,2020,NEW JERSEY,NJ,SALEM,34033.0,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,14479,33922,20220315,TOTAL
60871,2020,NEW JERSEY,NJ,SALEM,34033.0,US PRESIDENT,OTHER,GREEN,93,33922,20220315,TOTAL
60872,2020,NEW JERSEY,NJ,SALEM,34033.0,US PRESIDENT,JO JORGENSEN,LIBERTARIAN,406,33922,20220315,TOTAL
60873,2020,NEW JERSEY,NJ,SALEM,34033.0,US PRESIDENT,OTHER,OTHER,117,33922,20220315,TOTAL
60874,2020,NEW JERSEY,NJ,SALEM,34033.0,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,18827,33922,20220315,TOTAL
60875,2020,NEW JERSEY,NJ,SOMERSET,34035.0,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,111173,185859,20220315,TOTAL
60876,2020,NEW JERSEY,NJ,SOMERSET,34035.0,US PRESIDENT,OTHER,GREEN,620,185859,20220315,TOTAL
60877,2020,NEW JERSEY,NJ,SOMERSET,34035.0,US PRESIDENT,JO JORGENSEN,LIBERTARIAN,1641,185859,20220315,TOTAL
60878,2020,NEW JERSEY,NJ,SOMERSET,34035.0,US PRESIDENT,OTHER,OTHER,429,185859,20220315,TOTAL
60879,2020,NEW JERSEY,NJ,SOMERSET,34035.0,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,71996,185859,20220315,TOTAL
60880,2020,NEW JERSEY,NJ,SUSSEX,34037.0,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,34481,87960,20220315,TOTAL
60881,2020,NEW JERSEY,NJ,SUSSEX,34037.0,US PRESIDENT,OTHER,GREEN,352,87960,20220315,TOTAL
60882,2020,NEW JERSEY,NJ,SUSSEX,34037.0,US PRESIDENT,JO JORGENSEN,LIBERTARIAN,1094,87960,20220315,TOTAL
60883,2020,NEW JERSEY,NJ,SUSSEX,34037.0,US PRESIDENT,OTHER,OTHER,335,87960,20220315,TOTAL
60884,2020,NEW JERSEY,NJ,SUSSEX,34037.0,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,51698,87960,20220315,TOTAL
60885,2020,NEW JERSEY,NJ,UNION,34039.0,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,170245,252991,20220315,TOTAL
60886,2020,NEW JERSEY,NJ,UNION,34039.0,US PRESIDENT,OTHER,GREEN,792,252991,20220315,TOTAL
60887,2020,NEW JERSEY,NJ,UNION,34039.0,US PRESIDENT,JO JORGENSEN,LIBERTARIAN,1427,252991,20220315,TOTAL
60888,2020,NEW JERSEY,NJ,UNION,34039.0,US PRESIDENT,OTHER,OTHER,525,252991,20220315,TOTAL
60889,2020,NEW JERSEY,NJ,UNION,34039.0,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,80002,252991,20220315,TOTAL
60890,2020,NEW JERSEY,NJ,WARREN,34041.0,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,24901,60787,20220315,TOTAL
60891,2020,NEW JERSEY,NJ,WARREN,34041.0,US PRESIDENT,OTHER,GREEN,263,60787,20220315,TOTAL
60892,2020,NEW JERSEY,NJ,WARREN,34041.0,US PRESIDENT,JO JORGENSEN,LIBERTARIAN,655,60787,20220315,TOTAL
60893,2020,NEW JERSEY,NJ,WARREN,34041.0,US PRESIDENT,OTHER,OTHER,199,60787,20220315,TOTAL
60894,2020,NEW JERSEY,NJ,WARREN,34041.0,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,34769,60787,20220315,TOTAL
60895,2020,NEW MEXICO,NM,BERNALILLO,35001.0,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,193757,317590,20220315,TOTAL
60896,2020,NEW MEXICO,NM,BERNALILLO,35001.0,US PRESIDENT,OTHER,GREEN,1614,317590,20220315,TOTAL
60897,2020,NEW MEXICO,NM,BERNALILLO,35001.0,US PRESIDENT,JO JORGENSEN,LIBERTARIAN,4829,317590,20220315,TOTAL
60898,2020,NEW MEXICO,NM,BERNALILLO,35001.0,US PRESIDENT,OTHER,OTHER,1255,317590,20220315,TOTAL
60899,2020,NEW MEXICO,NM,BERNALILLO,35001.0,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,116135,317590,20220315,TOTAL
60900,2020,NEW MEXICO,NM,CATRON,35003.0,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,595,2326,20220315,TOTAL
60901,2020,NEW MEXICO,NM,CATRON,35003.0,US PRESIDENT,OTHER,GREEN,7,2326,20220315,TOTAL
60902,2020,NEW MEXICO,NM,CATRON,35003.0,US PRESIDENT,JO JORGENSEN,LIBERTARIAN,17,2326,20220315,TOTAL
60903,2020,NEW MEXICO,NM,CATRON,35003.0,US PRESIDENT,OTHER,OTHER,9,2326,20220315,TOTAL
60904,2020,NEW MEXICO,NM,CATRON,35003.0,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,1698,2326,20220315,TOTAL
60905,2020,NEW MEXICO,NM,CHAVES,35005.0,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,6381,22443,20220315,TOTAL
60906,2020,NEW MEXICO,NM,CHAVES,35005.0,US PRESIDENT,OTHER,GREEN,70,22443,20220315,TOTAL
60907,2020,NEW MEXICO,NM,CHAVES,35005.0,US PRESIDENT,JO JORGENSEN,LIBERTARIAN,268,22443,20220315,TOTAL
60908,2020,NEW MEXICO,NM,CHAVES,35005.0,US PRESIDENT,OTHER,OTHER,68,22443,20220315,TOTAL
60909,2020,NEW MEXICO,NM,CHAVES,35005.0,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,15656,22443,20220315,TOTAL
60910,2020,NEW MEXICO,NM,CIBOLA,35006.0,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,4745,8903,20220315,TOTAL
60911,2020,NEW MEXICO,NM,CIBOLA,35006.0,US PRESIDENT,OTHER,GREEN,49,8903,20220315,TOTAL
60912,2020,NEW MEXICO,NM,CIBOLA,35006.0,US PRESIDENT,JO JORGENSEN,LIBERTARIAN,99,8903,20220315,TOTAL
60913,2020,NEW MEXICO,NM,CIBOLA,35006.0,US PRESIDENT,OTHER,OTHER,35,8903,20220315,TOTAL
60914,2020,NEW MEXICO,NM,CIBOLA,35006.0,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,3975,8903,20220315,TOTAL
60915,2020,NEW MEXICO,NM,COLFAX,35007.0,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,2611,6016,20220315,TOTAL
60916,2020,NEW MEXICO,NM,COLFAX,35007.0,US PRESIDENT,OTHER,GREEN,25,6016,20220315,TOTAL
60917,2020,NEW MEXICO,NM,COLFAX,35007.0,US PRESIDENT,JO JORGENSEN,LIBERTARIAN,87,6016,20220315,TOTAL
60918,2020,NEW MEXICO,NM,COLFAX,35007.0,US PRESIDENT,OTHER,OTHER,22,6016,20220315,TOTAL
60919,2020,NEW MEXICO,NM,COLFAX,35007.0,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,3271,6016,20220315,TOTAL
60920,2020,NEW MEXICO,NM,CURRY,35009.0,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,4307,15101,20220315,TOTAL
60921,2020,NEW MEXICO,NM,CURRY,35009.0,US PRESIDENT,OTHER,GREEN,53,15101,20220315,TOTAL
60922,2020,NEW MEXICO,NM,CURRY,35009.0,US PRESIDENT,JO JORGENSEN,LIBERTARIAN,245,15101,20220315,TOTAL
60923,2020,NEW MEXICO,NM,CURRY,35009.0,US PRESIDENT,OTHER,OTHER,52,15101,20220315,TOTAL
60924,2020,NEW MEXICO,NM,CURRY,35009.0,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,10444,15101,20220315,TOTAL
60925,2020,NEW MEXICO,NM,DE BACA,35011.0,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,231,901,20220315,TOTAL
60926,2020,NEW MEXICO,NM,DE BACA,35011.0,US PRESIDENT,OTHER,GREEN,1,901,20220315,TOTAL
60927,2020,NEW MEXICO,NM,DE BACA,35011.0,US PRESIDENT,JO JORGENSEN,LIBERTARIAN,11,901,20220315,TOTAL
60928,2020,NEW MEXICO,NM,DE BACA,35011.0,US PRESIDENT,OTHER,OTHER,2,901,20220315,TOTAL
60929,2020,NEW MEXICO,NM,DE BACA,35011.0,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,656,901,20220315,TOTAL
60930,2020,NEW MEXICO,NM,DONA ANA,35013.0,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,47957,82641,20220315,TOTAL
