facility ID,facility name,,telehealth clinic only,full address,street address,city,state,zip code,latitude,longitude,phone number,website,open in 2021,provided abortions in 2021,provided MAB in 2021,MAB gestational limit in 2021,median state cost for medication abortion in 2021,provided procedural abortion in 2021,procedural abortion gestational limit in 2021,median state cost for first trimester procedural abortion in 2021,median state cost for second trimester procedural abortion in 2021,date facility opened,facility closure date/info,date of last facility update
615,Planned Parenthood Northern California: Antioch Health Center,,,"1104 Buchanan Road #C10, Antioch, CA 94509",1104 Buchanan Road #C10,Antioch,CA,94509,37.9986,-121.823,(925) 754-4550,https://www.plannedparenthood.org/health-center/california/antioch/94509/antioch-health-center-2573-90200,yes,yes,Yes,10,700,No,,750,926,2015,,9/1/2021 (phone)
616,Planned Parenthood Northern California: Central Richmond Health Center,,,"340 Marina Way, Richmond, CA 94801",340 Marina Way,Richmond,CA,94801,37.9365,-122.356,(510) 232-1250,https://www.plannedparenthood.org/health-center/california/richmond/94801/central-richmond-health-center-2790-90200/abortion,no,no,,,700,,,750,926,,1-Jun-17,
617,Planned Parenthood Northern California: Chico Health Center,,,"3100 Cohasset Rd., Chico, CA 95973",3100 Cohasset Rd.,Chico,CA,95973,39.7718,-121.844,(530) 342-8367,https://www.plannedparenthood.org/health-center/california/chico/95973/chico-health-center-2770-90200,yes,yes,Yes,10,700,Yes,17.6,750,926,,,9/1/2021 (phone)
618,Planned Parenthood Northern California: Clearlake Health Center,,,"14671 Olympic Drive, Clearlake, CA 95422",14671 Olympic Drive,Clearlake,CA,95422,38.9618,-122.638,(707) 995-2261,https://www.plannedparenthood.org/health-center/california/clearlake/95422/clearlake-health-center-4068-90200,yes,yes,Yes,10,700,No,,750,926,2015,,9/1/2021 (phone)
619,Planned Parenthood Northern California: Concord Health Center,,,"2185 Pacheco Street, Concord, CA 94520",2185 Pacheco Street,Concord,CA,94520,37.9788,-122.035,(925) 676-0300,https://www.plannedparenthood.org/health-center/california/concord/94520/concord-health-center-3269-90200,yes,yes,Yes,10,700,No,,750,926,,,9/1/2021 (phone)
620,Planned Parenthood Northern California: El Cerrito Health Center,,,"320 El Cerrito Plaza, El Cerrito, CA 94530",320 El Cerrito Plaza,El Cerrito,CA,94530,37.8992,-122.298,(510) 527-5806,https://www.plannedparenthood.org/health-center/california/el-cerrito/94530/el-cerrito-health-center-3940-90200,yes,yes,Yes,10,700,No,,750,926,,,9/1/2021 (phone)
621,Planned Parenthood Northern California: Eureka Health Center,,,"3225 Timber Fall Court, Suite B, Eureka, CA 95503","3225 Timber Fall Court, Suite B",Eureka,CA,95503,40.7794,-124.137,(707) 442-5700,https://www.plannedparenthood.org/health-center/california/eureka/95503/eureka-health-center-2301-90200,yes,yes,Yes,10,700,Yes,13.6,750,926,,,9/1/2021 (phone)
622,Planned Parenthood Northern California: Fairfield Health Center,,,"1325 Travis Blvd. #C, Fairfield, CA 94533",1325 Travis Blvd. #C,Farfield,CA,94533,38.258,-122.051,(707) 429-8855,https://www.plannedparenthood.org/health-center/california/fairfield/94533/fairfield-health-center-2700-90200,yes,yes,Yes,10,700,Yes,17.6,750,926,,,9/1/2021 (phone)
623,Planned Parenthood Northern California: Hilltop-Richmond Health Center,,,"2970 Hilltop Mall Rd #307, Richmond, CA 94806",2970 Hilltop Mall Rd #307,Richmond,CA,94806,37.9783,-122.329,(510) 222-5290,https://www.plannedparenthood.org/health-center/california/richmond/94806/hilltop-richmond-health-center-2791-90200,yes,yes,Yes,10,700,No,,750,926,,,9/1/2021 (phone)
624,Planned Parenthood Northern California: Napa Health Center,,,"1735 Jefferson St, Napa, CA 94559",1735 Jefferson St,Napa,CA,94559,38.3033,-122.294,(707) 252-8050,https://www.plannedparenthood.org/health-center/california/napa/94559/napa-health-center-2702-90200,yes,yes,Yes,10,700,No,,750,926,,,9/1/2021 (phone)
625,Planned Parenthood Northern California: Pittsburg Health Center,,,"3715 Railroad Ave. Suite B, Pittsburg, CA 94565",3715 Railroad Ave. Suite B,Pittsburg,CA,94565,38.0065,-121.893,(925) 439-1237,https://www.plannedparenthood.org/health-center/california/pittsburg/94565/pittsburg-health-center-3074-90200/abortion,no,no,,,700,,,750,926,,1-Jun-17,
626,Planned Parenthood Northern California: Redding Health Center,,,"2935 Bechelli Lane, Redding, CA 96002",2935 Bechelli Lane,Redding,CA,96002,40.5645,-122.363,(530) 351-7100,https://www.plannedparenthood.org/health-center/california/redding/96002/redding-health-center-2376-90200,yes,yes,Yes,10,700,No,,750,926,,,9/1/2021 (phone)
627,Planned Parenthood Northern California: San Francisco Health Center,,,"1650 Valencia St, San Francisco, CA 94110",1522 Bush Street,San Francisco,CA,94109,37.7885,-122.422,(415) 821-1282,https://www.plannedparenthood.org/health-center/california/san-francisco/94110/san-francisco-health-center-3997-90200,yes,yes,Yes,10,700,Yes,16,750,926,,,9/1/2021 (phone)
628,Planned Parenthood Northern California: San Rafael Health Center,,,"2 H Street, San Rafael, CA 94901",2 H Street,San Rafael,CA,94901,37.9742,-122.539,(415) 459-4907,https://www.plannedparenthood.org/health-center/california/san-rafael/94901/san-rafael-health-center-4114-90200,yes,yes,Yes,10,700,Yes,13.6,750,926,,,9/1/2021 (phone)
629,Planned Parenthood Northern California: San Ramon Health Center,,,"200 Porter Drive, Suite 200, San Ramon, CA 94583","200 Porter Drive, Suite 200",San Ramon,CA,94583,37.7736,-121.991,(925) 838-2108,https://www.plannedparenthood.org/health-center/california/san-ramon/94583/san-ramon-health-center-2572-90200,yes,yes,Yes,10,700,No,,750,926,,,9/1/2021 (phone)
630,Planned Parenthood Northern California: Santa Rosa Health Center,,,"1140 Sonoma Ave Building 3, Santa Rosa, CA 95405",1140 Sonoma Ave Building 3,Santa Rosa,CA,95405,38.4411,-122.7,(707) 527-7656,https://www.plannedparenthood.org/health-center/california/santa-rosa/95405/santa-rosa-health-center-3990-90200,yes,yes,Yes,10,700,Yes,16,750,926,,,9/1/2021 (phone)
631,Planned Parenthood Northern California: Ukiah Health Center,,,"242-A Hospital Drive, Ukiah, CA 95482",242-A Hospital Drive,Ukiah,CA,95482,39.1525,-123.204,(707) 462-4303,https://www.plannedparenthood.org/health-center/california/ukiah/95482/ukiah-health-center-4034-90200,yes,yes,Yes,10,700,No,,750,926,,,9/1/2021 (phone)
632,Planned Parenthood Northern California: Vacaville Health Center,,,"600 Nut Tree Road Suite 210, Vacaville, CA 95687",600 Nut Tree Road Suite 210,Vacaville,CA,95687,38.361,-121.95,(707) 317-2111,https://www.plannedparenthood.org/health-center/california/vacaville/95687/vacaville-health-center-2701-90200/abortion,no,no,,,700,,,750,926,,1-Jun-17,
633,Planned Parenthood Northern California: Vallejo Health Center,,,"303 Sacramento Street, Vallejo, CA 94590",303 Sacramento Street,Vallejo,CA,94590,38.0994,-122.258,(707) 643-4545,https://www.plannedparenthood.org/health-center/california/vallejo/94590/vallejo-health-center-2699-90200,yes,yes,Yes,10,700,No,,750,926,,,9/1/2021 (phone)
634,Planned Parenthood Northern California: Walnut Creek Health Center,,,"1357 Oakland Blvd., Walnut Creek, CA 94596",1357 Oakland Blvd.,Walnut Creek,CA,94596,37.898,-122.07,(925) 935-3010,https://www.plannedparenthood.org/health-center/california/walnut-creek/94596/walnut-creek-health-center-2571-90200,yes,yes,Yes,10,700,Yes,17.6,750,926,,,9/1/2021 (phone)
635,"Planned Parenthood Pasadena and San Gabriel Valley, Inc.: Alhambra Health Center",,,"330 S. Garfield Ave. 3rd Floor, Suite 300, Alhambra, CA 91801","330 S. Garfield Ave. 3rd Floor, Suite 300",Alhambra,CA,91801,34.0915,-118.124,(626) 798-0706,https://www.plannedparenthood.org/health-center/california/alhambra/91801/alhambra-health-center-3561-90090,yes,yes,Yes,10.6,700,No,,750,926,,,9/1/2021 (phone)
636,"Planned Parenthood Pasadena and San Gabriel Valley, Inc.: Baldwin Park Center",,,"4070 Sterling Way, Baldwin Park, CA 91706",4070 Sterling Way,Baldwin Park,CA,91706,34.0853,-117.963,(626) 798-0706,https://www.plannedparenthood.org/health-center/california/baldwin-park/91706/baldwin-park-center-9990-90090,yes,yes,Yes,10.6,700,Yes,11.6,750,926,,,9/1/2021 (phone)
637,"Planned Parenthood Pasadena and San Gabriel Valley, Inc.: Glendora Health Center",,,"130 W Route 66, Glendora, CA 91740",130 W Route 66,Glendora,CA,91740,34.1286,-117.865,(626) 798-0706,https://www.plannedparenthood.org/health-center/california/glendora/91740/glendora-health-center-4070-90090,yes,yes,Yes,10.6,700,No,,750,926,2015,,9/1/2021 (phone)
638,"Planned Parenthood Pasadena and San Gabriel Valley, Inc.: Pasadena Health Center",,,"1045 N. Lake Ave, Pasadena, CA 91104",1045 N. Lake Ave,Pasadena,CA,91104,34.1638,-118.133,(626) 798-0706,https://www.plannedparenthood.org/health-center/california/pasadena/91104/pasadena-health-center-3265-90090,yes,yes,Yes,10.6,700,Yes,18,750,926,,,9/1/2021 (phone)
639,Planned Parenthood Shasta Pacific: Sunnyvale Health Center,,,"604 E. Evelyn, Sunnyvale, CA 94086",,,CA,94086,37.3754,-122.033,408.739.5151,http://www.yelp.com/biz/planned-parenthood-sunnyvale,no,no,Yes,,700,No,,750,926,,,5/23/2021 (web only)
640,Planned Parenthood South Atlantic: Asheville Health Center,,,"68 McDowell St, Asheville, NC 28801",68 McDowell St,Asheville,NC,28801,35.5807,-82.5536,(828) 252-7928,https://www.plannedparenthood.org/health-center/north-carolina/asheville/28801/asheville-health-center-4134-90860/abortion,yes,yes,Yes,11,425,Yes,13.6,425,465,,,1/3/2022 (NAF and ACN memberships)
641,Planned Parenthood South Atlantic: Chapel Hill Health Center,,,"1765 Dobbins Drive, Chapel Hill, NC 27514",1765 Dobbins Drive,Chapel Hill,NC,27514,35.9444,-79.0139,(919) 942-7762,https://www.plannedparenthood.org/health-center/north-carolina/chapel-hill/27514/chapel-hill-health-center-4169-90860/abortion,yes,yes,Yes,11,425,Yes,19.6,425,465,,,1/3/2022 (NAF and ACN memberships)
642,Planned Parenthood South Atlantic: Charleston Health Center,,,"1312 Ashley River Rd., Charleston, SC 29407",1312 Ashley River Rd.,Charleston,SC,29407,32.7975,-79.9991,(843) 628-4380,https://www.plannedparenthood.org/health-center/south-carolina/charleston/29407/charleston-health-center-4288-90860/abortion,yes,yes,Yes,11,495,Yes,13.6,495,,,,12/28/21
643,Planned Parenthood South Atlantic: Charlotte Health Center,,,"700 South Torrence Street, Charlotte, NC 28204",700 South Torrence Street,Charlotte,NC,28204,35.2087,-80.8349,(704) 536-7233,https://www.plannedparenthood.org/health-center/north-carolina/charlotte/28204/charlotte-health-center-2703-90860,yes,yes,Yes,11,425,Yes,13.6,425,465,,,1/3/2022 (NAF and ACN memberships)
644,Planned Parenthood South Atlantic: Charlottesville Health Center,,,"2964 Hydraulic Road, Charlottesville, VA 22901",2964 Hydraulic Road,Charlottesville,VA,22901,38.0814,-78.4925,(434) 296-1000,https://www.plannedparenthood.org/health-center/virginia/charlottesville/22901/charlottesville-health-center-2815-90860/abortion,yes,yes,Yes,11,433,Yes,13.6,450,850,2017,,10/19/21
645,Planned Parenthood South Atlantic: Columbia Health Center,,,"2712 Middleburg Drive, Suite 107, Columbia, SC 29204","2712 Middleburg Drive, Suite 107",Columbia,SC,29204,34.0156,-81.0033,(803) 256-4908,https://www.plannedparenthood.org/health-center/south-carolina/columbia/29204/columbia-health-center-2646-90860/abortion,yes,yes,Yes,11,495,Yes,13.6,495,,,,12/28/21
646,Planned Parenthood South Atlantic: Fayetteville Health Center,,,"4551 Yadkin Rd, Fayetteville, NC, 28303",4551 Yadkin Rd,Fayetteville,NC,28303,35.0798,-78.959,(866) 942-7762,https://www.plannedparenthood.org/health-center/north-carolina/fayetteville/28303/fayetteville-health-center-4173-90860/abortion,yes,yes,Yes,11,425,Yes,13.6,425,465,,,1/3/2022 (NAF and ACN memberships)
647,Planned Parenthood South Atlantic: Roanoke Health Center,,,"2207 Peters Creek Road, Roanoke, VA 24017",2207 Peters Creek Road,Roanoke,VA,24017,37.3112,-80.0066,(540) 562-3457,https://www.plannedparenthood.org/health-center/virginia/roanoke/24017/roanoke-health-center-2768-90860/abortion,yes,yes,Yes,11,433,Yes,13.6,450,850,2017,,10/19/21
648,Planned Parenthood South Atlantic: Wilmington Health Center,,,"1925 Tradd Court, Wilmington, NC 28401",1925 Tradd Court,Wilmington,NC,28401,34.2091,-77.9272,(910 762-5566,https://www.plannedparenthood.org/health-center/north-carolina/wilmington/28401/wilmington-health-center-2595-90860/abortion,yes,yes,Yes,11,425,Yes,13.6,425,465,,,1/3/2022 (NAF and ACN memberships)
649,Planned Parenthood South Atlantic: Winston-Salem Health Center,,,"3000 Maplewood Ave, Ste. 112, Winston-Salem, NC, 27103","3000 Maplewood Ave, Ste. 112",Winston-Salem,NC,27103,36.08,-80.2929,(336) 768-2980,https://www.plannedparenthood.org/health-center/north-carolina/winston-salem/27103/winston-salem-health-center-2845-90860/abortion,yes,yes,Yes,11,425,Yes,13.6,425,465,,,1/3/2022 (NAF and ACN memberships)
650,Planned Parenthood South Texas: Planned Parenthood - South Texas Medical Center,,,"2140 Babcock Rd, San Antonio, TX 78229",2140 Babcock Rd,San Antonio,TX,78229,29.5028,-98.582,(210) 736-2262,https://www.plannedparenthood.org/health-center/texas/san-antonio/78229/planned-parenthood-south-texas-medical-center-2967-91710,yes,yes,Yes,5.6,650,Yes,5.6,715,850,,,12/27/21
651,Planned Parenthood South Texas: San Pedro Abortion Services Center,,,"920 San Pedro Ave. Suite 150, San Antonio, TX 78212",920 San Pedro Ave. Suite 150,San Antonio,TX,78212,29.4424,-98.4992,(210) 806-0324,https://www.plannedparenthood.org/health-center/texas/san-antonio/78212/planned-parenthood-san-pedro-150-2254-91610,yes,yes,Yes,5.6,650,Yes,5.6,715,850,2019,,12/27/21
652,"Planned Parenthood Southeast, Inc.: Augusta Center",,,"1289 Broad Street, Augusta, GA 30901",1289 Broad Street,Augusta,GA,30901,33.4786,-81.9749,(706) 724-5557,http://www.plannedparenthood.org/health-center/centerDetails.asp?f=2302,no,no,,,476,,,485,,,16-Feb,6/27/2021 (web only)
653,"Planned Parenthood Southeast, Inc.: Birmingham Center",,,"1211 S. 27th Place South, Birmingham, AL, 35205",1019 1st Avenue N,Birmingham,AL,32503,33.5139,-86.807,(205) 322-2121,https://www.plannedparenthood.org/health-center/alabama/birmingham/35205/birmingham-center-3253-90330/abortion,yes,yes,Yes,11,600,Yes,12,700,800,,,8/10/2021 (phone)
654,"Planned Parenthood Southeast, Inc.: Cobb Center",,,"220 Cobb Parkway North, Suite 500, Marietta, GA 30062","220 Cobb Parkway North, Suite 500",Marietta,GA,30062,33.9556,-84.5231,(404) 688-9300,https://www.plannedparenthood.org/health-center/georgia/marietta/30062/cobb-center-2270-90330,yes,yes,Yes,11,476,No,,485,,,,8/20/2021 (phone)
655,"Planned Parenthood Southeast, Inc.: East Atlanta Health Center",,,"440 Moreland Avenue SE, Atlanta, GA 30316",440 Moreland Avenue SE,Atlanta,GA,30316,33.742,-84.3492,(404) 688-9300,https://www.plannedparenthood.org/health-center/georgia/atlanta/30316/east-atlanta-health-center-4286-90330,yes,yes,Yes,11,476,No,,485,,,,8/20/2021 (phone)
656,"Planned Parenthood Southeast, Inc.: Gwinett Center",,,"798 Lawrenceville Suwannee Road, Suite 300, Lawrenceville, GA 30043","798 Lawrenceville Suwannee Road, Suite 300",Lawrenceville,GA,30043,33.9662,-84.0237,(404) 688-9300,https://www.plannedparenthood.org/health-center/georgia/lawrenceville/30043/gwinnett-center-2271-90330,yes,yes,Yes,11,476,No,,485,,,,8/20/2021 (phone)
657,"Planned Parenthood Southeast, Inc.: Mobile Center",,,"717 Downtowner Loop West, Mobile, AL 36609",717 Downtowner Loop West,Mobile,AL,36609,30.6753,-88.1444,(404) 688-9300,https://www.plannedparenthood.org/health-center/alabama/mobile/36609/mobile-center-2911-90330,yes,yes,Yes,11,600,No,,700,800,,,8/10/2021 (phone)
658,"Planned Parenthood Southeast, Inc.: Savannah Center",,,"720 East 71st St, Savannah, GA 31405",720 East 71st St,Savannah,GA,31405,32.0269,-81.0971,(912) 351-0116,https://www.plannedparenthood.org/health-center/georgia/savannah/31405/savannah-center-2207-90330,yes,yes,Yes,11,476,No,,485,,,,8/20/2021 (phone)
659,Planned Parenthood Southeastern Pennsylvania: Locust Street Surgical Center,,,"1144 Locust Street, Philadelphia, PA 19107",1144 Locust Street,Philadelphia,PA,19107,39.9476,-75.1605,(215) 351-5550,https://www.plannedparenthood.org/health-center/pennsylvania/philadelphia/19107/locust-street-surgical-center-3360-91460/abortion,yes,yes,Yes,10,474,Yes,16.4,500,550,,,1/3/2022 (NAF and ACN memberships)
660,Planned Parenthood Southeastern Pennsylvania: Norristown Abortion Center,,,"1221 Powell Street, Norristown, PA 19401",1221 Powell Street,Norristown,PA,19401,40.123,-75.3375,(610) 279-6095,https://www.plannedparenthood.org/health-center/pennsylvania/norristown/19401/norristown-abortion-center-3952-91460/abortion,yes,yes,Yes,10,474,Yes,16.4,500,550,,,1/3/2022 (NAF and ACN memberships)
661,Planned Parenthood Southeastern Pennsylvania: West Chester Surgical Center,,,"8 S Wayne Street, West Chester, PA 19382",8 S Wayne Street,West Chester,PA,19382,39.9568,-75.6102,(610) 692-1770,https://www.plannedparenthood.org/health-center/pennsylvania/west-chester/19382/west-chester-surgical-center-3918-91460/abortion,yes,yes,Yes,10,474,Yes,16.4,500,550,,,1/3/2022 (NAF and ACN memberships)
662,Planned Parenthood Southeastern Pennyslvania: Far Northeast Surgical Center,,,"2751 Comly Road, Philadelphia, PA 19154",2751 Comly Road,Philadelphia,PA,19154,40.1038,-75.0004,(215) 464-2225,https://www.plannedparenthood.org/health-center/pennsylvania/philadelphia/19154/far-northeast-surgical-center-3441-91460/abortion,yes,yes,Yes,10,474,Yes,16.5,500,550,,,1/3/2022 (NAF and ACN memberships)
663,"Planned Parenthood of Central and Western New York, Inc.: Batavia Health Center",,,"222 W Main Street, Batavia, NY 14020",222 W Main Street,Batavia,NY,14020,43.0008,-78.1936,(866) 600-6886,https://www.plannedparenthood.org/health-center/new-york/batavia/14020/batavia-health-center-2353-91040/abortion,yes,yes,Yes,11,580,No,,580,600,,,5/21/2021 (web)
664,"Planned Parenthood of Central and Western New York, Inc.: Buffalo Health Center",,,"2697 Main Street, Buffalo, NY 14214",2697 Main Street,Buffalo,NY,14214,42.9405,-78.8375,(866) 600-6886,https://www.plannedparenthood.org/health-center/new-york/buffalo/14214/buffalo-health-center-3334-91040/abortion,yes,yes,Yes,10,580,No,,580,600,,,5/21/2021 (web)
665,"Planned Parenthood of Central and Western New York, Inc.: Canandaigua Center",,,"15 LaFayette Avenue, Canandiagua, NY 14424",15 LaFayette Avenue,Canandiagua,NY,14424,42.8861,-77.2782,(866) 600-6886,https://www.plannedparenthood.org/health-center/new-york/canandaigua/14424/canandaigua-health-center-2352-91040/abortion,yes,yes,Yes,10,580,No,,580,600,,,5/21/2021 (web)
666,"Planned Parenthood of Central and Western New York, Inc.: Niagara Falls Office",,,"750 Portage Road, Niagara Falls, NY 14301",750 Portage Road,Niagara Falls,NY,14301,43.0962,-79.0498,(866) 600-6886,https://www.plannedparenthood.org/health-center/new-york/niagara-falls/14301/niagara-falls-office-2976-91040/abortion,yes,yes,Yes,10,580,No,,580,600,,,5/21/2021 (web)
667,"Planned Parenthood of Central and Western New York, Inc.: North Tonawanda Health Center",,,"15 Webster Street, North Tonawanda, NY 14120",15 Webster Street,North Tonawanda,NY,14120,43.0223,-78.8778,(866) 600-6886,https://www.plannedparenthood.org/health-center/new-york/north-tonawanda/14120/north-tonawanda-health-center-2977-91040/abortion,yes,yes,Yes,10,580,No,,580,600,,,5/21/2021 (web)
668,"Planned Parenthood of Central and Western New York, Inc.: Rochester Health Center",,,"114 University Avenue, Rochester, NY 14605",114 University Avenue,Rochester,NY,14605,43.1605,-77.5998,(866) 600-6886,https://www.plannedparenthood.org/health-center/new-york/rochester/14605/rochester-health-center-3332-91040/abortion,yes,yes,Yes,10,580,Yes,13.6,580,600,,,5/21/2021 (web)
669,"Planned Parenthood of Central and Western New York, Inc.: Syracuse Center",,,"1120 E Genesee Street, Syracuse, NY 13210",1120 E Genesee Street,Syracuse,NY,13210,43.0468,-76.1338,(866) 600-6886,https://www.plannedparenthood.org/health-center/new-york/syracuse/13210/syracuse-health-center-2471-91040/abortion,yes,yes,Yes,10,580,Yes,13.6,580,600,,,5/21/2021 (web)
670,"Planned Parenthood of Central and Western New York, Inc.: West Seneca Health Center",,,"Wimbledon Plaza 240 Center Road, West Seneca, NY 14224",Wimbledon Plaza 240 Center Road,West Seneca,NY,14224,42.8398,-78.7727,(866) 600-6886,https://www.plannedparenthood.org/health-center/new-york/west-seneca/14224/west-seneca-health-center-2693-91040/abortion,yes,yes,Yes,10,580,Yes,13.6,580,600,,,5/21/2021 (web)
671,"Planned Parenthood of Central and Western New York, Inc: Greece Health Center",,,"2824 W Ridge Road, Rochester, NY 14626",2824 W Ridge Road,Rochester,NY,14626,43.2102,-77.7038,(866) 600-6886,https://www.plannedparenthood.org/health-center/new-york/rochester/14626/greece-health-center-2354-91040/abortion,no,no,,,580,,,580,600,,,5/21/2021 (web)
672,"Planned Parenthood of Central and Western New York, Inc: Wheatfield Health Center",,,"6951 Williams Road, Niagara Falls, NY 14304",6951 Williams Road,Niagara Falls,NY,14304,43.0847,-78.9405,(716) 831-2200,https://www.plannedparenthood.org/health-center/new-york/niagara-falls/14304/wheatfield-health-center-2975-91040/abortion,no,no,,,580,,,580,600,,19-Jan,5/21/2021 (web)
673,Planned Parenthood of Columbia Williamette: Hillman East Portland,,,"14601 SE Division Street Portland, OR 97233",14601 SE Division Street,Portland,OR,97233,45.5042,-122.513,(888) 875-7820,https://www.plannedparenthood.org/health-center/oregon/portland/97233/hillman-east-portland-center-2673-91400,yes,yes,Yes,11,650,Yes,13.6,700,925,2020,,1/3/2022 (NAF and ACN memberships)
674,Planned Parenthood of Delaware: Dover Center,,,"805 S Governors Ave, Dover, DE 19901",805 S Governors Ave,Dover,DE,19901,39.1484,-75.525,(302) 678-5200,https://www.plannedparenthood.org/health-center/delaware/dover/19901/dover-center-2896-90240/abortion,yes,yes,Yes,10,490,Yes,15.6,490,673,,,8/10/2021 (phone)
675,Planned Parenthood of Delaware: Wilmington Center,,,"625 N Shipley Street, Wilmington, DE 19801",625 N Shipley Street,Wilmington,DE,19801,39.7425,-75.5507,(302) 655-7293,https://www.plannedparenthood.org/health-center/delaware/wilmington/19801/wilmington-center-de-3272-90240/abortion,yes,yes,Yes,10,490,Yes,15.6,490,673,,,8/10/2021 (phone)
676,Planned Parenthood of Greater New York.: Joan Malin Brooklyn Health Center,,,"44 Court Street, 6th Floor, Brooklyn, NY 11201","44 Court Street, 6th Floor",Brooklyn,NY,11201,40.6926,-73.9911,(212) 965-7000,https://www.plannedparenthood.org/health-center/new-york/brooklyn/11201/joan-malin-brooklyn-health-center-2522-91110/abortion,yes,yes,Yes,11,580,Yes,14,580,600,,,5/21/2021 (web)
677,Planned Parenthood of Greater New York: Amsterdam Center,,,"4803 State Highway/30 KEM Plaza, Amsterdam, NY 12010",4803 State Highway/30 KEM Plaza,Amsterdam,NY,12010,42.9742,-74.1879,(518) 842-0285,https://www.plannedparenthood.org/health-center/new-york/amsterdam/12010/amsterdam-center-3047-91180/abortion,yes,yes,Yes,11,580,No,,580,600,2017,,5/21/2021 (web)
678,Planned Parenthood of Greater New York: Cobleskill Center,,,"109 Legion Drive, Cobleskill, NY 12043",109 Legion Drive,Cobleskill,NY,12043,42.6809,-74.4805,(518) 234-3325,https://www.plannedparenthood.org/health-center/new-york/cobleskill/12043/cobleskill-center-2783-91180/abortion,yes,yes,Yes,11,580,No,,580,600,,,5/21/2021 (web)
679,Planned Parenthood of Greater New York: Corning Center,,,"35 West William Street, Corning, NY 14830",35 West William Street,Corning,NY,14830,42.15,-77.062,(607) 962-4686,https://www.plannedparenthood.org/health-center/new-york/corning/14830/corning-health-center-2345-91090/abortion,yes,yes,Yes,10,580,Yes,14,580,600,,,5/21/2021 (web)
680,Planned Parenthood of Greater New York: Diane L. Max Health Center,,,"21-41 45th Rd, Queens, NY 11101",21-41 45th Rd,Queens,NY,11101,40.7466,-73.9469,(212) 965-7000,https://www.plannedparenthood.org/health-center/new-york/queens/11101/diane-l-max-health-center-4184-91110/abortion,yes,yes,Yes,11,580,Yes,15.6,580,600,2016,,5/21/2021 (web)
681,Planned Parenthood of Greater New York: Elmira Health Center,,,"755 E. Church Street, Elmira, NY 14901",755 E. Church Street,Elmira,NY,14901,42.094,-76.7947,(607) 734-3313,https://www.plannedparenthood.org/health-center/new-york/elmira/14901/elmira-health-center-2349-91090/abortion,yes,yes,Yes,11,580,No,,580,600,,,5/22/2021 (web)
682,Planned Parenthood of Greater New York: Glen Cove Center,,,"110 School Street, Glen Cove, NY 11542",110 School Street,Glen Cove,NY,11542,40.8678,-73.6308,(516) 750-2500,https://www.plannedparenthood.org/health-center/new-york/glen-cove/11542/glen-cove-center-2787-91100/abortion,yes,no,Yes,10,580,No,,580,600,,,5/22/2021 (web)
683,Planned Parenthood of Greater New York: Goshen Center,,,"7 Coates Drive, Suite 4, Goshen, NY 10924","7 Coates Drive, Suite 4",Goshen,NY,10924,41.39,-74.3375,(845) 562-7800,https://www.plannedparenthood.org/health-center/new-york/goshen/10924/goshen-health-center-2624-91160/abortion,no,no,,,580,,,580,600,,,5/22/2021 (web)
684,Planned Parenthood of Greater New York: Hempstead Center,,,"540 Fulton Ave, Hempstead, NY 11550",540 Fulton Ave,Hempstead,NY,11550,40.7106,-73.6131,(516) 750-2500,https://www.plannedparenthood.org/health-center/new-york/hempstead/11550/hempstead-center-3321-91100/abortion,yes,yes,Yes,10,580,Yes,13.6,580,600,,,5/22/2021 (web)
685,Planned Parenthood of Greater New York: Hornell Center,,,"111 Seneca Street, Hornell, NY 14843",111 Seneca Street,Hornell,NY,14843,42.3322,-77.661,(607) 324-1124,http://www.plannedparenthood.org/health-center/centerDetails.asp?f=2347,no,no,Yes,11,580,No,,580,600,,,5/22/2021 (web)
686,Planned Parenthood of Greater New York: Ithaca Health Center,,,"620 West Seneca Street, Ithaca, NY 14850",620 West Seneca Street,Ithaca,NY,14850,42.4401,-76.5089,(607) 273-1513,https://www.plannedparenthood.org/health-center/new-york/ithaca/14850/ithaca-health-center-3333-91090/abortion,yes,yes,Yes,10,580,Yes,13.6,580,600,,,5/22/2021 (web)
687,Planned Parenthood of Greater New York: Johnstown Center,,,"400 North Perry Street, Johnstown, NY 12095",400 North Perry Street,Johnstown,NY,12095,43.0207,-74.3687,(518) 736-1911,https://www.plannedparenthood.org/health-center/new-york/johnstown/12095/johnstown-center-3530-91180/abortion,yes,yes,Yes,10,580,No,,580,600,2017,,5/22/2021 (web)
688,Planned Parenthood of Greater New York: Kingston Center,,,"21 Grand Street, Kingston, NY 12401",21 Grand Street,Kingston,NY,12401,41.9287,-73.9995,(845) 562-7800,https://www.plannedparenthood.org/health-center/new-york/kingston/12401/kingston-health-center-2623-91160/abortion,yes,yes,Yes,10,580,No,,580,600,,,5/22/2021 (web)
689,Planned Parenthood of Greater New York: Manhattan Center,,,"26 Bleecker Street, New York, NY 10012",26 Bleecker Street,New York,NY,10012,40.7255,-73.9935,(212) 965-7000,https://www.plannedparenthood.org/health-center/new-york/new-york/10012/margaret-sanger-center-3325-91110/abortion,yes,yes,Yes,11,580,Yes,24,580,600,,,5/22/2021 (web)
